can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,price_change_hourly_rate,price_change_projections,price_change_locked_until,price_change_calibrating,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
True,True,,,550090,0,0,0,0,-12.1,0,"[{'offset': 0, 'projected_percent': '-12.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-12.1', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-12.1', 'likelihood': -1}]",,False,0,2,0.0,0.0,0,Diego,0.0,117,False,,,45,550090.jpg,0.0,False,Coppola,0.0,False,,a,5,36,0,877,65,1020,57,0.0,0.0,Coppola,,,,,False,p550090,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,517,198,514,197,471,190,522,198,0.0,0.0,0.0,0.0,0.0,0.0,506,126,531,198,531,198,573,194,0.0,0.0,0.0
True,False,0.0,0.0,223434,0,0,0,0,0.0,-2,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,2,0.0,0.0,0,Igor Julio,0.0,118,False,Has joined Burnley permanently,2026-09-02T15:38:15.529699Z,45,223434.jpg,0.0,False,dos Santos de Paulo,0.0,False,,u,5,36,0,915,0,5819,176,0.0,0.0,Igor,Igor Julio,30.0,2023-07-26,1998-02-07,False,p223434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,491,188,486,187,437,177,496,188,0.0,0.0,0.0,0.0,0.0,0.0,459,102,505,188,505,188,513,180,0.0,0.0,0.0
True,True,,,451490,0,0,0,0,-5.9,0,"[{'offset': 0, 'projected_percent': '-5.9', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-5.9', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-5.9', 'likelihood': -1}]",,False,0,2,0.8,0.8,1,João Pedro,0.8,119,False,,,45,451490.jpg,0.8,False,Loureiro da Costa,0.0,False,,a,5,36,4,1184,79,1407,82,0.2,0.9,Costinha,Costinha,173.0,2026-06-15,2000-03-26,False,p451490,68,0,0,0,0,0,0,0,1,0,0,0,18,16.4,20.0,18.0,5.4,6,1,1,7,0,0.12,0.30,0.42,1.02,,,,,,,[],,295,118,219,74,202,60,283,105,0.16,0.0,0.4,0.56,1.35,0.0,479,117,286,105,404,140,523,184,0.0,0.0,9.26
True,True,,,454490,0,0,0,0,0.2,9,"[{'offset': 0, 'projected_percent': '0.3', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.4', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.5', 'likelihood': 1}]",,False,0,2,0.2,0.2,1,Michael,0.2,120,False,,,50,454490.jpg,1.0,False,Svoboda,0.1,False,,a,5,36,1,3923,747,3788,266,0.0,0.2,Svoboda,,14.0,2026-07-02,1998-10-15,False,p454490,4,0,0,0,0,0,0,0,0,0,0,0,5,2.4,0.0,0.0,0.2,0,1,1,1,0,0.00,0.00,0.00,0.14,,,,,,,[],,382,141,600,210,575,207,400,144,0.0,0.0,0.0,0.0,3.15,0.0,284,46,402,144,349,134,479,172,0.0,0.0,22.5
True,True,0.0,0.0,451340,0,0,-1,1,-23.9,0,"[{'offset': 0, 'projected_percent': '-23.9', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-23.9', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-23.9', 'likelihood': -2}]",,False,0,3,0.0,0.0,0,Mitoma,0.0,121,False,Hamstring injury - Expected back 10 Oct,2026-07-24T18:30:10.661894Z,59,451340.jpg,0.0,False,Kaoru,0.0,False,,i,5,36,0,487,61,3042,105,0.0,0.0,Mitoma,,108.0,2021-08-09,1997-05-20,False,p451340,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.brightonandhovealbion.com/media-article/mft-match-preview-bha-leeds-united-pl-september-2026?utm_source=chatgpt.com,653,290,657,291,651,289,657,291,0.0,0.0,0.0,0.0,0.0,0.0,87,57,656,291,656,291,541,221,0.0,0.0,0.0
True,True,0.0,0.0,592031,-1,1,-2,2,-1.6,0,"[{'offset': 0, 'projected_percent': '-1.6', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-1.6', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-1.6', 'likelihood': -1}]",,False,0,3,0.0,0.0,0,Yankuba,0.0,122,False,Leg injury - Expected back 28 Nov,2026-08-14T18:00:06.418033Z,58,592031.jpg,0.0,False,Minteh,0.0,False,,i,5,36,0,312,22,6789,115,0.0,0.0,Minteh,,78.0,2024-07-01,2004-07-22,False,p592031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,5.0,,,,,,[],https://www.brightonandhovealbion.com/media-article/fabian-hurzeler-reflects-on-albions-pre-season-win-over-as-roma?utm_source=premier-league-web&utm_medium=referral&utm_campaign=pl-referral-always-on&utm_term=content-card,649,288,654,289,647,287,654,289,0.0,0.0,0.0,0.0,0.0,0.0,110,70,653,289,653,289,534,215,0.0,0.0,0.0
True,True,0.0,0.0,532529,0,0,-1,1,-27.6,-31,"[{'offset': 0, 'projected_percent': '-29.0', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-31.7', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-34.4', 'likelihood': -2}]",,False,1,3,0.0,0.0,0,Jack,3.2,123,False,Ankle injury - Expected back 10 Oct,2026-08-27T19:30:07.780933Z,59,532529.jpg,16.0,False,Hinshelwood,0.6,False,,i,5,36,16,147748,127,213512,4286,0.5,2.7,Hinshelwood,,241.0,2022-12-30,2005-04-11,False,p532529,63,2,0,1,0,0,0,0,0,0,0,3,54,72.8,13.4,59.0,14.5,0,1,2,3,1,1.41,0.02,1.43,0.19,,,,,,,[],https://www.brightonandhovealbion.com/media-article/match-preview-albion-head-to-chelsea-on-sunday,127,42,259,135,75,46,153,80,2.01,0.0,0.03,2.04,0.27,0.0,92,59,105,45,1,1,235,73,1.43,1.43,4.29
True,True,,,60307,1,-1,3,-3,47.7,4490,"[{'offset': 0, 'projected_percent': '59.7', 'likelihood': 3}, {'offset': 1, 'projected_percent': '82.4', 'likelihood': 3}, {'offset': 2, 'projected_percent': '105.2', 'likelihood': 5}]",,False,3,3,9.4,9.4,14,Pascal,9.4,124,True,,,58,60307.jpg,9.4,False,Groß,26.4,False,,a,5,36,47,1909261,548768,535926,6143,1.6,8.1,Groß,,80.0,2026-01-02,1991-06-15,False,p60307,450,3,4,3,5,0,0,0,2,0,0,9,166,211.0,216.0,84.0,50.8,9,10,7,26,5,1.77,0.86,2.63,8.67,1.0,,1.0,,1.0,,[],,1,1,2,2,43,26,3,3,0.35,0.0,0.17,0.52,1.73,1.0,95,61,1,1,2,2,11,6,1.0,0.6,5.2
True,True,100.0,100.0,463067,-1,1,-2,2,-1.1,7,"[{'offset': 0, 'projected_percent': '-0.4', 'likelihood': -1}, {'offset': 1, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.2', 'likelihood': 1}]",,False,0,4,1.2,1.2,1,Georginio,1.2,125,False,,2026-08-26T16:00:07.608056Z,53,463067.jpg,3.0,False,Rutter,0.5,False,,a,5,36,6,33448,1451,75122,2494,0.2,1.1,Georginio,,73.0,2024-08-19,2002-04-20,False,p463067,104,0,1,1,0,0,0,0,0,0,0,0,24,20.2,11.7,19.0,5.1,1,6,2,9,1,0.17,0.45,0.62,1.03,,,,,,,[],,285,27,268,35,194,31,289,32,0.15,0.0,0.39,0.54,0.89,0.0,227,50,263,29,145,13,258,44,0.87,0.87,7.79
True,True,,,219249,0,0,-1,1,-7.1,2,"[{'offset': 0, 'projected_percent': '-5.5', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-2.5', 'likelihood': -1}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.4,0.4,1,Matt,0.4,126,False,,,54,219249.jpg,1.0,False,O'Riley,0.1,False,,a,5,36,2,3389,215,6276,320,0.1,0.4,O'Riley,,58.0,2024-08-26,2000-11-21,False,p219249,10,0,0,0,0,0,0,0,0,0,0,0,6,8.2,10.5,19.0,3.8,2,1,0,3,0,0.28,0.01,0.29,0.18,,,,,3.0,,[],,337,156,274,140,195,107,313,142,2.52,0.0,0.09,2.61,1.62,0.0,183,116,365,173,376,175,420,157,0.0,0.0,27.0
True,True,,,514254,0,0,0,0,29.3,-7,"[{'offset': 0, 'projected_percent': '29.3', 'likelihood': 2}, {'offset': 1, 'projected_percent': '29.2', 'likelihood': 2}, {'offset': 2, 'projected_percent': '29.1', 'likelihood': 2}]",,False,0,3,4.8,4.8,8,Diego,4.8,127,False,,,50,514254.jpg,4.8,False,Gómez Amarilla,4.0,False,,a,5,36,24,329664,7157,288032,26401,1.0,4.8,Gomez,Diego Gómez,168.0,2025-01-01,2003-03-27,False,p514254,433,0,3,3,5,0,0,0,0,0,0,0,80,84.2,103.4,126.0,31.4,7,16,13,36,5,0.79,0.78,1.57,8.49,,,5.0,,,,[],,108,33,40,33,18,10,28,19,0.16,0.0,0.16,0.32,1.76,1.04,311,185,53,19,65,26,83,29,1.04,0.62,7.48
True,False,0.0,0.0,536916,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Facundo,0.0,128,False,Has joined Elche on loan for the rest of the season,2026-08-10T14:03:07.561436Z,50,536916.jpg,0.0,False,Buonanotte,0.0,False,,u,5,36,0,0,0,326,3,0.0,0.0,Buonanotte,,10.0,2023-01-01,2004-12-23,False,p536916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,613,263,619,268,595,253,619,265,0.0,0.0,0.0,0.0,0.0,0.0,320,192,622,268,622,268,654,287,0.0,0.0,0.0
True,True,100.0,100.0,509416,0,0,-1,1,-47.9,-3,"[{'offset': 0, 'projected_percent': '-48.5', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-49.7', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-50.9', 'likelihood': -3}]",,False,0,3,3.0,3.0,3,Yasin,3.0,129,False,,2026-08-30T18:00:07.935334Z,54,509416.jpg,3.8,False,Ayari,0.4,False,,a,5,36,15,11556,1315,40806,1251,0.6,2.8,Ayari,,206.0,2023-01-30,2003-10-06,False,p509416,333,1,0,3,1,0,0,0,1,0,0,0,71,56.0,48.9,68.0,16.9,4,15,2,21,4,0.70,0.18,0.88,5.64,4.0,,2.0,,,,[],,174,69,121,81,65,40,116,62,0.19,0.0,0.05,0.24,1.52,0.27,207,131,115,50,104,41,274,92,1.08,0.81,5.68
True,True,0.0,0.0,467779,0,0,-1,1,-19.4,-16,"[{'offset': 0, 'projected_percent': '-21.7', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-26.1', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-30.5', 'likelihood': -2}]",,False,0,2,0.0,0.0,0,Mats,1.4,130,False,Knee injury - Unknown return date,2026-09-04T09:30:08.612904Z,49,467779.jpg,3.5,False,Wieffer,0.2,False,,i,5,36,7,25933,18,42635,1203,0.3,1.4,Wieffer,,152.0,2024-07-06,1999-11-16,False,p467779,156,0,0,1,4,0,0,0,0,0,0,1,38,37.0,35.5,10.0,8.3,11,9,4,15,2,0.12,0.13,0.25,3.18,,,,,,,[],https://www.brightonandhovealbion.com/media-article/mft-match-preview-bha-leeds-united-pl-september-2026,230,91,170,50,255,87,231,84,0.07,0.0,0.08,0.15,1.83,2.31,381,69,243,89,119,48,343,129,1.15,0.58,8.65
True,False,0.0,0.0,597320,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Harry,0.0,132,False,Has joined Leicester City on loan for the rest of the season,2026-08-17T13:53:19.019938Z,45,597320.jpg,0.0,False,Howell,0.0,False,,u,5,36,0,0,0,3611,133,0.0,0.0,Howell,,,,,False,p597320,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,532,212,528,218,486,190,537,213,0.0,0.0,0.0,0.0,0.0,0.0,525,275,545,220,545,220,540,220,0.0,0.0,0.0
True,False,0.0,0.0,549074,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Tom,0.0,133,False,Has joined Leicester City on loan for the rest of the season,2026-08-03T14:05:44.459483Z,50,549074.jpg,0.0,False,Watson,0.0,False,,u,5,36,0,0,0,133,2,0.0,0.0,Watson,,241.0,2025-06-01,2006-04-08,False,p549074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,615,265,621,270,597,255,621,267,0.0,0.0,0.0,0.0,0.0,0.0,322,194,624,270,624,270,664,296,0.0,0.0,0.0
True,True,,,556637,0,0,0,0,-68.5,-6,"[{'offset': 0, 'projected_percent': '-70.2', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-73.5', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-76.8', 'likelihood': -3}]",,False,0,3,0.0,0.0,0,Nehemiah,0.0,134,False,,,45,556637.jpg,0.0,False,Oriola,0.2,False,,a,5,36,0,8597,193,13713,845,0.0,0.0,Oriola,,241.0,2025-10-17,2007-06-11,False,p556637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,519,206,516,212,473,184,524,207,0.0,0.0,0.0,0.0,0.0,0.0,509,268,533,214,533,214,312,109,0.0,0.0,0.0
True,True,0.0,0.0,700308,0,0,-1,1,-88.4,-4,"[{'offset': 0, 'projected_percent': '-91.5', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-97.5', 'likelihood': -4}, {'offset': 2, 'projected_percent': '-103.4', 'likelihood': -5}]",,False,0,3,0.0,0.0,0,Zadok,0.2,135,False,Unspecified injury - Expected back 10 Oct,2026-09-10T13:00:08.617941Z,49,700308.jpg,1.0,False,Yohanna,0.0,False,,i,5,36,1,1247,4,5341,234,0.0,0.2,Yohanna,,157.0,2026-06-15,2007-06-29,False,p700308,12,0,0,0,0,0,0,0,0,0,0,0,3,0.2,1.3,0.0,0.2,0,0,0,0,0,0.00,0.03,0.03,0.00,,,,,,,[],,405,191,352,175,554,234,399,187,0.0,0.0,0.22,0.22,0.0,0.0,408,250,400,186,345,154,522,208,0.0,0.0,0.0
True,True,0.0,0.0,608181,0,0,-1,1,-0.7,0,"[{'offset': 0, 'projected_percent': '-0.7', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-0.7', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-0.7', 'likelihood': -1}]",,False,0,4,0.0,0.0,0,Stefanos,0.0,137,False,Knee injury - Unknown return date,2026-07-23T12:01:23.432796Z,54,608181.jpg,0.0,False,Tzimas,0.0,False,,i,5,36,0,318,21,723,25,0.0,0.0,Tzimas,,83.0,2025-02-03,2006-01-06,False,p608181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.brightonandhovealbion.com/media-article/fabian-hurzeler-reflects-on-a-successful-training-camp?srsltid=AfmBOoq6Qw6fHwT9Mxn5PIGBhoGos01rwVude5hxVRG_7iMPpS-YkOIf&utm_source=chatgpt.com,635,70,638,74,625,71,640,74,0.0,0.0,0.0,0.0,0.0,0.0,216,47,640,74,640,74,625,77,0.0,0.0,0.0
True,True,,,647850,1,-1,1,-1,3.5,1759,"[{'offset': 0, 'projected_percent': '8.2', 'likelihood': 1}, {'offset': 1, 'projected_percent': '17.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '26.0', 'likelihood': 2}]",,False,1,4,5.6,5.6,10,Charalampos,5.6,138,False,,,56,647850.jpg,5.6,False,Kostoulas,3.0,False,,a,5,36,28,310555,205864,39193,6683,1.0,5.0,Kostoulas,,83.0,2025-07-01,2007-05-30,False,p647850,353,2,3,2,5,0,0,0,1,0,0,3,105,95.8,39.1,127.0,26.1,5,18,4,27,4,1.35,0.06,1.41,7.67,,,,,,,[],,83,7,160,17,17,8,47,8,0.34,0.0,0.02,0.36,1.96,1.27,123,32,27,4,40,4,103,16,1.02,0.51,6.88
True,True,0.0,0.0,487117,0,0,0,0,-51.6,-1,"[{'offset': 0, 'projected_percent': '-52.7', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-54.7', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-56.8', 'likelihood': -3}]",,False,0,4,0.0,0.0,0,Evan,0.0,139,False,Ankle injury - Expected back 10 Oct,2026-07-23T12:01:23.448357Z,50,487117.jpg,0.0,False,Ferguson,0.0,False,,i,5,36,0,1522,71,2419,150,0.0,0.0,Ferguson,,104.0,2021-08-23,2004-10-19,False,p487117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.brightonandhovealbion.com/media-article/fabian-hurzeler-reflects-on-a-successful-training-camp?srsltid=AfmBOoq6Qw6fHwT9Mxn5PIGBhoGos01rwVude5hxVRG_7iMPpS-YkOIf&utm_source=chatgpt.com,600,62,606,66,581,61,606,66,0.0,0.0,0.0,0.0,0.0,0.0,296,57,609,67,609,67,542,73,0.0,0.0,0.0
True,True,100.0,100.0,222694,0,0,-1,1,-0.9,4,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.1', 'likelihood': 1}]",,False,0,2,1.4,1.4,5,Pascal,1.4,328,False,,2026-08-15T20:30:07.523574Z,49,222694.jpg,2.3,False,Struijk,0.2,False,,a,5,36,7,5529,500,11544,293,0.3,1.4,Struijk,,152.0,2026-06-30,1999-08-11,False,p222694,98,0,0,1,0,0,0,0,1,0,0,0,31,32.2,1.5,7.0,4.0,9,6,1,10,1,0.16,0.01,0.17,1.70,,,,,,,[],,247,102,344,123,279,98,306,115,0.15,0.0,0.01,0.16,1.56,0.0,362,63,241,88,201,80,349,132,0.92,0.92,9.18
True,True,,,610799,0,0,0,0,45.0,206,"[{'offset': 0, 'projected_percent': '46.5', 'likelihood': 3}, {'offset': 1, 'projected_percent': '49.3', 'likelihood': 3}, {'offset': 2, 'projected_percent': '52.1', 'likelihood': 3}]",,False,1,2,6.4,6.4,8,Luka,6.4,504,False,,,50,610799.jpg,6.4,False,Vušković,3.4,False,,a,5,36,32,235587,32487,131122,6310,1.3,6.4,Vuskovic,,97.0,2026-07-14,2007-02-24,False,p610799,437,1,0,3,5,0,0,0,0,0,0,2,98,128.2,18.0,72.0,21.8,37,17,6,43,5,0.46,0.07,0.53,8.45,,,,,,,[],,34,14,223,76,58,6,75,17,0.09,0.0,0.01,0.1,1.74,1.03,332,57,14,6,17,7,96,36,1.03,0.62,8.86
True,True,,,538007,-1,1,-1,1,0.2,11,"[{'offset': 0, 'projected_percent': '0.3', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.4', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.6', 'likelihood': 1}]",,False,0,4,0.2,0.2,0,Promise,0.2,594,False,,,59,538007.jpg,0.5,False,David,0.2,False,,a,5,36,1,13597,1735,21635,1362,0.0,0.2,David,,39.0,2026-08-18,2001-07-03,False,p538007,23,0,0,0,0,0,0,0,1,0,0,0,-4,0.0,3.7,4.0,0.4,0,0,0,0,0,0.42,0.00,0.42,0.14,,,,,2.0,,[],,656,75,319,41,313,40,391,45,1.64,0.0,0.0,1.64,0.55,0.0,93,24,415,50,417,50,325,51,0.0,0.0,0.0
True,True,,,612855,0,0,0,0,-65.4,0,"[{'offset': 0, 'projected_percent': '-65.4', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-65.4', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-65.4', 'likelihood': -3}]",,False,0,3,0.6,0.6,0,Ibrahim,0.6,600,False,,,50,612855.jpg,1.0,False,Osman,0.0,False,,a,5,36,3,891,60,1043,76,0.1,0.6,Osman,,81.0,2024-07-01,2004-11-29,False,p612855,40,0,0,0,1,0,0,0,0,0,0,0,15,7.2,17.8,19.0,4.2,0,3,1,4,0,0.05,0.07,0.12,0.32,,,,,,,[],,344,159,225,123,193,106,302,137,0.11,0.0,0.16,0.27,0.72,2.25,333,201,325,151,358,162,583,240,0.0,0.0,9.0
True,True,,,611695,0,0,0,0,50.4,-45,"[{'offset': 0, 'projected_percent': '50.0', 'likelihood': 3}, {'offset': 1, 'projected_percent': '49.4', 'likelihood': 3}, {'offset': 2, 'projected_percent': '48.8', 'likelihood': 3}]",,False,0,3,4.0,4.0,1,Malick,4.0,605,False,,,45,611695.jpg,4.0,False,Yalcouyé,4.0,False,,a,5,36,20,545216,16327,160359,22405,0.9,4.4,Yalcouyé,,54.0,2024-07-12,2005-11-18,False,p611695,236,2,0,1,4,0,0,0,0,0,0,1,96,109.2,70.3,111.0,29.1,6,7,6,19,3,1.46,0.45,1.91,6.57,,,,,,,[],,58,20,74,57,28,15,36,26,0.56,0.0,0.17,0.73,2.51,1.53,529,276,78,32,89,37,84,30,1.14,0.38,7.25
True,True,,,512123,0,0,0,0,-7.0,0,"[{'offset': 0, 'projected_percent': '-7.0', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-7.0', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-7.0', 'likelihood': -1}]",,False,0,2,0.0,0.0,0,Jaouen,0.0,614,False,,,45,512123.jpg,0.0,False,Hadjam,0.0,False,,a,5,36,0,3898,159,1862,157,0.0,0.0,Hadjam,,3.0,2026-08-25,2003-03-26,False,p512123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,509,195,506,194,463,187,514,195,0.0,0.0,0.0,0.0,0.0,0.0,497,122,523,195,523,195,508,179,0.0,0.0,0.0
True,False,0.0,0.0,519324,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Amario,0.0,624,False,Has joined Middlesbrough on loan for the rest of the season,2026-09-02T15:38:15.552951Z,50,519324.jpg,0.0,False,Cozier-Duberry,0.0,False,,u,5,36,0,117,0,108,0,0.0,0.0,Cozier-Duberry,,,,,False,p519324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,611,261,617,266,593,251,617,263,0.0,0.0,0.0,0.0,0.0,0.0,315,189,620,266,620,266,666,298,0.0,0.0,0.0
True,True,,,592984,0,0,0,0,0.7,20,"[{'offset': 0, 'projected_percent': '0.9', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.2', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.4', 'likelihood': 1}]",,False,0,3,4.0,4.0,8,José María,4.0,639,False,,,55,592984.jpg,6.0,False,Andrés Baixauli,0.0,False,,a,5,36,12,2716,1472,625,157,0.7,2.2,Andrés,Chema Andrés,200.0,2026-09-01,2005-04-25,False,p592984,109,1,1,1,0,0,0,0,0,0,0,0,37,52.2,17.9,39.0,10.9,4,8,1,13,1,0.52,0.12,0.64,1.70,,,,,,,[],,186,75,224,122,128,70,199,95,0.43,0.0,0.1,0.53,1.4,0.0,166,104,80,33,30,14,555,228,0.83,0.83,10.73
True,True,0.0,0.0,471551,0,0,0,0,-21.6,0,"[{'offset': 0, 'projected_percent': '-21.6', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-21.6', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-21.6', 'likelihood': -2}]",,False,0,3,0.0,0.0,0,Femi,0.0,652,False,Hamstring injury - Expected back 10 Oct,2026-09-04T11:30:08.661589Z,55,471551.jpg,0.0,False,Azeez,0.0,False,,i,5,36,0,436,13,188,31,0.0,0.0,Azeez,,157.0,2026-09-01,2001-06-05,False,p471551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.brightonandhovealbion.com/media-article/mft-match-preview-manchester-united-bha-carabao-cup-september-2026,643,282,649,284,637,278,648,283,0.0,0.0,0.0,0.0,0.0,0.0,149,91,648,284,648,284,649,285,0.0,0.0,0.0
True,True,,,661016,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",2026-09-26T17:44:20.289392Z,False,0,3,0.0,0.0,0,Younes,0.0,658,False,,,45,661016.jpg,0.0,False,Ibrahim,0.0,False,,a,5,36,0,1336,173,392,124,0.0,0.0,Ibrahim,,13.0,2026-08-12,2008-02-16,False,p661016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,544,220,540,226,501,199,549,221,0.0,0.0,0.0,0.0,0.0,0.0,544,286,557,228,557,228,593,246,0.0,0.0,0.0
