first_name,second_name,web_name,status,news,news_added,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,cost_change_start,cost_change_event,transfers_in_event,transfers_out_event,selected_by_percent,team,element_type,assists,birth_date,bonus,bps,can_select,can_transact,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event_fall,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,recoveries,red_cards,region,removed,saves,saves_per_90,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,tackles,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_out,value_form,value_season,yellow_cards
Ryan,Christie,Christie,i,Lack of match fitness - Expected back 23 Aug,2025-08-10T22:00:04.490616Z,0.0,0.0,50,0,0,72,2281,0.1,4,3,0,1995-02-22,0,0,True,True,0,0.0,0,158499,4.0,,0,0,0.0,552,223,0,0.0,,,0,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,559,225,0,0.0,0,False,0.0,562,223,87,False,0.0,546,215,0,238,151,p158499,0,0,,0,,158499.jpg,0.0,559,225,0,0,243.0,False,0,0.0,521,186,False,,0,0.0,0,91,2021-08-31,0.0,517,200,0,72,2281,0.0,0.0,0
Lewis,Cook,Cook,s,Suspended until 30 Aug,2025-07-21T10:00:04.780951Z,0.0,0.0,50,0,0,42,298,0.0,4,3,0,1997-02-03,0,0,True,True,0,0.0,0,155408,2.0,,0,0,0.0,551,222,0,0.0,,,0,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,558,224,0,0.0,0,False,0.0,561,222,88,False,0.0,545,214,0,237,150,p155408,0,0,,0,,155408.jpg,0.0,558,224,0,0,241.0,False,0,0.0,658,286,False,,0,0.0,0,91,2016-07-08,0.0,516,199,0,42,298,0.0,0.0,0
Philip,Billing,Philip,a,,,,,50,0,0,382,1313,0.1,4,3,0,1996-06-11,0,0,True,True,0,0.0,0,168991,,,0,0,0.0,553,224,0,0.0,,,0,1.5,0.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,560,226,0,0.0,0,False,0.0,563,224,89,False,0.0,547,216,0,242,154,p168991,0,0,,0,,168991.jpg,0.0,560,226,0,0,58.0,False,0,0.0,534,196,False,,0,0.0,0,91,2019-07-29,0.0,519,202,0,382,1313,0.0,0.0,0
Alex,Scott,Scott,a,,,,,50,0,0,1170,1148,0.1,4,3,0,2003-08-21,0,7,True,True,0,0.0,1,503139,,,0,0,2.1,163,100,3,3.7,5.0,,0,1.5,0.5,2,0.00,0.0,0.00,0.0,0.00,1.81,2.23,0.0,2.0,156,79,2,2.47,0,False,0.6,251,119,90,False,2.0,248,116,73,333,207,p503139,0,0,,0,,503139.jpg,2.0,156,79,2,0,241.0,False,0,0.0,491,167,False,,1,1.23,0,91,2023-08-10,2.0,172,95,2,1170,1148,0.4,0.4,0
Luis,Sinisterra Lucumí,Sinisterra,d,Lack of match fitness - 25% chance of playing,2025-08-21T12:00:05.516797Z,25.0,25.0,50,0,0,99,1164,0.0,4,3,0,1999-06-17,0,0,True,True,0,0.0,0,224995,,,0,0,0.0,573,233,0,0.0,,,0,0.4,0.1,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,577,234,0,0.0,0,False,0.0,581,233,91,False,0.0,565,225,0,280,174,p224995,0,0,,0,,224995.jpg,0.0,577,234,0,0,48.0,False,0,0.0,617,259,False,,0,0.0,0,91,2024-06-14,0.0,544,214,0,99,1164,0.0,0.0,0
Romain,Faivre,Faivre,a,,,,,45,0,0,1571,2633,0.2,4,3,0,1998-07-14,0,0,True,True,0,0.0,0,441240,,,0,0,0.0,434,151,0,0.0,,,0,1.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,447,154,0,0.0,0,False,0.0,450,150,92,False,0.0,433,141,0,444,241,p441240,0,0,,0,,441240.jpg,0.0,447,154,0,0,73.0,False,0,0.0,378,127,False,,0,0.0,0,91,2023-07-13,0.0,388,124,0,1571,2633,0.0,0.0,0
Hamed,Traorè,H.Traorè,a,,,,,45,0,0,70698,17322,1.2,4,3,1,2000-02-16,0,12,True,True,0,0.0,1,424044,,,0,0,10.0,112,73,4,22.5,,,0,1.0,0.0,4,0.00,0.0,0.00,0.0,0.00,0.40,2.25,0.0,4.0,80,26,2,11.25,0,False,3.1,111,60,93,False,21.2,70,27,16,437,237,p424044,0,0,,0,,424044.jpg,4.0,80,26,2,0,54.0,False,0,0.0,171,55,False,,0,0.0,1,91,2023-07-01,0.0,382,120,4,70698,17322,0.9,0.9,0
Dominic,Sadi,Sadi,a,,,,,45,0,0,440,765,0.1,4,3,0,,0,0,True,True,0,0.0,0,550596,,,0,0,0.0,497,190,0,0.0,,,0,1.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,508,192,0,0.0,0,False,0.0,508,188,94,False,0.0,491,179,0,521,282,p550596,0,0,,0,,550596.jpg,0.0,508,192,0,0,,False,0,0.0,550,211,False,,0,0.0,0,91,,0.0,454,162,0,440,765,0.0,0.0,0
Zain,Silcott-Duberry,Silcott-Duberry,a,,,,,45,0,0,324,1044,0.1,4,3,0,2005-07-09,0,0,True,True,0,0.0,0,530121,,,0,0,0.0,481,179,0,0.0,,,0,1.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,492,181,0,0.0,0,False,0.0,492,177,95,False,0.0,475,168,0,503,269,p530121,0,0,,0,,530121.jpg,0.0,492,181,0,0,241.0,False,0,0.0,509,180,False,,0,0.0,0,91,2025-01-17,0.0,438,151,0,324,1044,0.0,0.0,0
Ben,Winterburn,Winterburn,a,,,,,45,0,0,1824,1128,0.1,4,3,0,2004-09-04,0,3,True,True,0,0.0,0,606775,,,0,0,0.0,531,211,0,0.0,,,0,1.0,0.0,1,0.00,0.0,0.00,0.0,0.00,0.31,4.65,0.0,1.0,217,104,2,30.0,0,False,0.0,542,209,96,False,0.0,525,200,6,558,304,p606775,0,0,,0,,606775.jpg,1.0,217,104,0,0,241.0,False,0,0.0,490,166,False,,0,0.0,0,91,2024-11-29,0.0,489,183,1,1824,1128,0.2,0.2,0
Francisco Evanilson,de Lima Barbosa,Evanilson,a,,,,,70,0,0,71606,32099,2.5,4,4,0,1999-10-06,0,-1,True,True,0,0.0,3,444102,,,0,0,0.6,231,23,5,5.0,,,0,2.3,1.3,1,0.00,0.0,0.29,0.29,0.29,2.21,2.21,0.29,1.0,273,27,4,4.0,0,False,1.6,200,21,97,False,0.0,690,71,90,39,14,p444102,0,0,2.0,0,,444102.jpg,1.0,273,27,2,0,30.0,False,0,0.0,109,20,False,,1,1.0,0,91,2024-08-16,17.0,60,17,1,71606,32099,0.1,0.1,1
Enes,Ünal,Enes Ünal,i,Knee injury - Unknown return date,2025-07-21T10:00:04.802496Z,0.0,0.0,55,0,0,128,295,0.0,4,4,0,1997-05-10,0,0,True,True,0,0.0,0,168636,,,0,0,0.0,635,58,0,0.0,2.0,,0,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,635,61,0,0.0,0,False,0.0,638,60,98,False,0.0,628,53,0,132,31,p168636,0,0,,0,,168636.jpg,0.0,635,61,0,0,219.0,False,0,0.0,659,75,False,,0,0.0,0,91,2024-07-01,0.0,619,60,0,128,295,0.0,0.0,0
Daniel,Adu-Adjei,Adu-Adjei,a,,,,,45,0,0,3037,4101,0.3,4,4,0,2005-06-21,0,0,True,True,0,0.0,0,590760,,,0,0,0.0,522,46,0,0.0,,,0,1.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,532,49,0,0.0,0,False,0.0,533,48,99,False,0.0,516,41,0,548,72,p590760,0,0,,0,,590760.jpg,0.0,532,49,0,0,241.0,False,0,0.0,307,50,False,,0,0.0,0,91,2022-12-19,0.0,480,48,0,3037,4101,0.0,0.0,0
Eli Junior,Kroupi,Kroupi.Jr,a,,,,,45,0,0,42522,17651,1.3,4,4,0,2006-06-23,0,2,True,True,0,0.0,0,560262,,,0,0,0.0,504,40,0,0.0,,,0,1.0,0.0,1,0.00,0.0,0.00,0.0,0.00,0.11,9.9,0.0,1.0,215,19,1,90.0,0,False,0.0,515,42,100,False,0.0,498,35,1,529,66,p560262,0,0,,0,,560262.jpg,1.0,215,19,0,0,73.0,False,0,0.0,165,29,False,,0,0.0,0,91,2025-02-02,0.0,462,42,1,42522,17651,0.2,0.2,0
Ben,Gannon-Doak,Gannon-Doak,a,,,,,50,0,0,1861,944,0.1,4,3,0,2005-11-11,0,0,True,True,0,0.0,0,496208,,,0,0,0.0,599,248,0,0.0,,,0,1.5,0.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,603,249,0,0.0,0,False,0.0,605,248,391,False,0.0,594,243,0,330,204,p496208,0,0,,0,,496208.jpg,0.0,603,249,0,0,243.0,False,0,0.0,548,209,False,,0,0.0,0,91,2025-08-18,0.0,578,234,0,1861,944,0.0,0.0,0
Bafodé,Diakité,Diakité,a,,,,,45,0,0,6150,1787,0.2,4,2,0,2001-01-06,0,2,True,True,0,0.0,7,242882,,,0,0,0.2,257,92,9,9.0,,,0,1.9,0.9,0,0.00,0.0,0.00,0.0,0.00,2.21,2.21,0.0,0.0,439,183,4,4.0,0,False,1.5,203,75,685,False,14.8,106,47,90,433,114,p242882,0,0,,0,,242882.jpg,0.0,439,183,8,0,73.0,False,0,0.0,373,135,False,,1,1.0,2,91,2025-08-13,0.0,379,171,0,6150,1787,0.0,0.0,0
Remy,Rees-Dottin,Rees-Dottin,a,,,,,45,0,0,4357,1468,0.1,4,3,0,2006-03-06,0,0,True,True,0,0.0,0,606774,,,0,0,0.0,530,210,0,0.0,,,0,1.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,540,212,0,0.0,0,False,0.0,541,208,687,False,0.0,524,199,0,557,303,p606774,0,0,,0,,606774.jpg,0.0,540,212,0,0,241.0,False,0,0.0,434,142,False,,0,0.0,0,91,2024-12-28,0.0,488,182,0,4357,1468,0.0,0.0,0
Amine,Adli,Adli,a,,,,,55,0,0,335,53,0.0,4,3,0,2000-05-10,0,0,True,True,0,0.0,0,489888,,,0,0,0.0,659,286,0,0.0,,,0,2.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,658,286,0,0.0,0,False,0.0,661,286,697,False,0.0,651,282,0,187,117,p489888,0,0,,0,,489888.jpg,0.0,658,286,0,0,145.0,False,0,0.0,680,301,False,,0,0.0,0,91,2025-08-21,0.0,650,279,0,335,53,0.0,0.0,0
Dango,Ouattara,O.Dango,a,,2025-08-14T16:00:05.815568Z,100.0,50.0,60,0,0,816,2612,0.1,5,3,0,2002-02-11,0,0,True,True,0,0.0,0,533463,,,0,0,0.0,679,298,0,0.0,,,0,2.1,1.1,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,676,297,0,0.0,0,False,0.0,678,297,83,False,0.0,670,294,0,106,70,p533463,0,0,,0,,533463.jpg,0.0,676,297,0,0,35.0,False,0,0.0,532,194,False,,0,0.0,0,94,2025-08-16,0.0,676,296,0,816,2612,0.0,0.0,0
Caoimhín,Kelleher,Kelleher,a,,2025-08-09T14:00:04.798673Z,100.0,75.0,45,0,0,24261,71669,10.3,5,1,0,1998-11-23,0,4,True,True,0,0.0,4,200720,,,0,0,0.0,408,55,0,0.0,,,0,2.3,1.7,1,0.00,0.0,0.00,0.0,0.00,1.86,1.86,0.0,1.0,201,17,3,3.0,0,False,1.2,224,18,101,False,11.8,138,18,90,403,24,p200720,0,0,,0,,200720.jpg,1.0,201,17,14,0,104.0,False,2,2.0,38,7,False,,1,1.0,0,94,2025-06-03,0.0,356,54,1,24261,71669,0.2,0.2,0
Ellery,Balcombe,Balcombe,a,,,,,40,0,0,1816,1606,0.3,5,1,0,1999-10-15,0,0,True,True,0,0.0,0,235448,,,0,0,0.0,303,22,0,0.0,,,0,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,317,39,0,0.0,0,False,0.0,325,40,102,False,0.0,307,40,0,608,56,p235448,0,0,,0,,235448.jpg,0.0,317,39,0,0,241.0,False,0,0.0,295,44,False,,0,0.0,0,94,2016-11-02,0.0,240,21,0,1816,1606,0.0,0.0,0
Matthew,Cox,Cox,a,,,,,40,0,0,642,815,0.2,5,1,0,2003-05-02,0,0,True,True,0,0.0,0,503300,,,0,0,0.0,342,40,0,0.0,,,0,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,356,57,0,0.0,0,False,0.0,363,58,103,False,0.0,345,58,0,654,74,p503300,0,0,,0,,503300.jpg,0.0,356,57,0,0,241.0,False,0,0.0,429,63,False,,0,0.0,0,94,2021-10-26,0.0,282,39,0,642,815,0.0,0.0,0
Julian,Eyestone,Eyestone,a,,,,,40,0,0,250,481,0.1,5,1,0,2006-04-21,0,0,True,True,0,0.0,0,535017,,,0,0,0.0,351,42,0,0.0,,,0,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,365,59,0,0.0,0,False,0.0,372,60,104,False,0.0,354,60,0,665,76,p535017,0,0,,0,,535017.jpg,0.0,365,59,0,0,229.0,False,0,0.0,523,74,False,,0,0.0,0,94,2024-08-08,0.0,292,41,0,250,481,0.0,0.0,0
Hákon Rafn,Valdimarsson,Valdimarsson,a,,,,,40,0,0,1596,4662,1.0,5,1,0,2001-10-13,0,0,True,True,0,0.0,0,507433,,,0,0,0.0,343,41,0,0.0,,,0,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,357,58,0,0.0,0,False,0.0,364,59,105,False,0.0,346,59,0,655,75,p507433,0,0,,0,,507433.jpg,0.0,357,58,0,0,99.0,False,0,0.0,188,25,False,,0,0.0,0,94,2024-01-26,0.0,283,40,0,1596,4662,0.0,0.0,0
Nathan,Collins,Collins,a,,,,,50,0,0,4371,18201,1.6,5,2,0,2001-04-30,0,0,True,True,0,0.0,5,432830,,,0,0,0.2,258,93,5,5.0,,,0,2.6,2.6,0,0.00,0.0,0.02,0.02,0.02,1.86,1.86,0.02,0.0,585,212,3,3.0,0,False,1.5,207,77,106,False,9.8,163,73,90,297,50,p432830,0,0,,0,,432830.jpg,0.0,585,212,5,0,104.0,False,0,0.0,147,54,False,,1,1.0,0,94,2023-07-04,5.0,121,27,0,4371,18201,0.0,0.0,1
Keane,Lewis-Potter,Lewis-Potter,a,,,,,50,0,0,2560,3917,0.4,5,2,0,2001-02-22,0,-8,True,True,0,0.0,3,249231,,,0,0,4.5,129,38,5,6.62,4.0,,0,2.6,2.6,1,0.00,0.0,0.12,0.16,0.12,1.86,2.46,0.16,1.0,229,81,3,3.97,0,False,1.7,190,67,107,False,5.4,195,81,68,291,49,p249231,0,0,,0,,249231.jpg,1.0,229,81,2,0,241.0,False,0,0.0,270,99,False,,1,1.32,2,94,2022-07-12,7.0,97,19,1,2560,3917,0.2,0.2,0
Kristoffer,Ajer,Ajer,a,,,,,45,0,0,887,2212,0.2,5,2,0,1998-04-17,0,0,True,True,0,0.0,0,191866,,,0,0,0.0,406,178,0,0.0,,,0,1.9,1.9,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,419,168,0,0.0,0,False,0.0,425,180,108,False,0.0,407,178,0,398,87,p191866,0,0,,0,,191866.jpg,0.0,419,168,0,0,161.0,False,0,0.0,386,143,False,,0,0.0,0,94,2021-07-21,0.0,353,153,0,887,2212,0.0,0.0,0
Rico,Henry,Henry,a,,,,,45,0,0,1121,1375,0.2,5,2,0,1997-07-08,0,1,True,True,0,0.0,2,194010,,,0,0,11.5,92,26,3,3.1,,,0,1.9,1.9,1,0.04,0.04,0.04,0.04,0.00,1.86,1.92,0.0,1.0,200,67,3,3.1,0,False,2.6,135,42,109,False,8.6,170,76,87,400,89,p194010,0,0,,0,,194010.jpg,1.0,200,67,2,0,241.0,False,0,0.0,415,160,False,,1,1.03,1,94,2016-08-31,6.0,108,23,1,1121,1375,0.2,0.2,0
Michael,Kayode,Kayode,a,,,,,45,0,0,1058,1591,0.2,5,2,0,2004-07-10,0,3,True,True,0,0.0,4,607464,,,0,0,20.5,45,10,6,6.0,,,0,1.9,1.9,1,0.08,0.08,0.08,0.08,0.00,1.86,1.86,0.0,1.0,218,77,3,3.0,0,False,3.8,88,25,110,False,17.8,88,36,90,559,146,p607464,0,0,,0,,607464.jpg,1.0,218,77,2,0,106.0,False,0,0.0,392,148,False,,1,1.0,2,94,2025-07-01,0.0,490,192,1,1058,1591,0.2,0.2,0
Ethan,Pinnock,Pinnock,d,Knock - 75% chance of playing,2025-08-18T08:00:05.393517Z,75.0,,45,0,0,593,4113,0.2,5,2,0,1993-05-29,0,0,True,True,0,0.0,0,231065,,,0,0,0.0,419,186,0,0.0,,,0,1.4,1.9,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,431,177,0,0.0,0,False,0.0,436,188,111,False,0.0,418,186,0,423,106,p231065,0,0,,0,,231065.jpg,0.0,431,177,0,0,107.0,False,0,0.0,366,130,False,,0,0.0,0,94,2019-07-02,0.0,370,164,0,593,4113,0.0,0.0,0
Mads,Roerslev Rasmussen,Roerslev,a,,,,,45,0,0,204,633,0.0,5,2,0,1999-06-24,0,0,True,True,0,0.0,0,226956,,,0,0,0.0,417,185,0,0.0,,,0,1.9,1.9,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,429,176,0,0.0,0,False,0.0,434,187,112,False,0.0,416,185,0,420,105,p226956,0,0,,0,,226956.jpg,0.0,429,176,0,0,58.0,False,0,0.0,578,209,False,,0,0.0,0,94,2019-10-27,0.0,367,163,0,204,633,0.0,0.0,0
Sepp,van den Berg,Van den Berg,a,,,,,45,0,0,4489,3145,0.4,5,2,0,2001-12-20,0,6,True,True,0,0.0,12,444765,,,0,0,0.6,226,78,14,14.0,,,0,1.9,1.9,3,0.00,0.0,0.21,0.21,0.21,1.86,1.86,0.21,3.0,94,42,3,3.0,0,False,5.9,39,8,113,False,34.4,21,5,90,447,121,p444765,0,0,,0,,444765.jpg,3.0,94,42,4,0,152.0,False,0,0.0,262,97,False,,1,1.0,2,94,2024-08-22,24.0,33,5,3,4489,3145,0.7,0.7,0
Benjamin,Arthur,Arthur,a,,,,,40,0,0,1514,2575,0.3,5,2,0,2005-10-09,0,0,True,True,0,0.0,0,622536,,,0,0,0.0,381,165,0,0.0,,,0,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,395,155,0,0.0,0,False,0.0,402,167,114,False,0.0,384,165,0,696,229,p622536,0,0,,0,,622536.jpg,0.0,395,155,0,0,241.0,False,0,0.0,306,111,False,,0,0.0,0,94,2024-03-08,0.0,322,134,0,1514,2575,0.0,0.0,0
Benjamin,Fredrick,Fredrick,a,,,,,40,0,0,545,1423,0.2,5,2,0,,0,0,True,True,0,0.0,0,612534,,,0,0,0.0,380,164,0,0.0,,,0,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,394,154,0,0.0,0,False,0.0,401,166,115,False,0.0,383,164,0,695,228,p612534,0,0,,0,,612534.jpg,0.0,394,154,0,0,,False,0,0.0,405,153,False,,0,0.0,0,94,,0.0,321,133,0,545,1423,0.0,0.0,0
Aaron,Hickey,Hickey,a,,,,,40,0,0,1557,3458,0.5,5,2,0,2002-06-10,0,1,True,True,0,0.0,1,472713,,,0,0,0.0,325,125,2,90.0,,,0,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,339,115,0,0.0,0,False,0.2,279,97,116,False,2.0,247,94,2,634,183,p472713,0,0,,0,,472713.jpg,0.0,339,115,0,0,243.0,False,0,0.0,255,93,False,,0,0.0,1,94,2022-07-09,0.0,265,93,0,1557,3458,0.0,0.0,1
Kim,Ji-soo,Ji-soo,a,,,,,40,0,0,394,1421,0.2,5,2,0,2004-12-24,0,0,True,True,0,0.0,0,570241,,,0,0,0.0,365,151,0,0.0,,,0,1.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,379,141,0,0.0,0,False,0.0,386,153,117,False,0.0,368,151,0,679,214,p570241,0,0,,0,,570241.jpg,0.0,379,141,0,0,114.0,False,0,0.0,408,156,False,,0,0.0,0,94,2023-07-20,0.0,306,120,0,394,1421,0.0,0.0,0
Jayden,Meghoma,Meghoma,u,Has joined Rangers on loan for the rest of the season.,2025-08-19T13:37:28.261506Z,0.0,,40,0,0,279,2319,0.1,5,2,0,2006-06-28,0,0,False,True,0,0.0,0,499717,,,0,0,0.0,341,133,0,0.0,,,0,0.0,1.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,355,123,0,0.0,0,False,0.0,362,135,118,False,0.0,344,133,0,653,194,p499717,0,0,,0,,499717.jpg,0.0,355,123,0,0,241.0,False,0,0.0,452,172,False,,0,0.0,0,94,2024-08-30,0.0,281,101,0,279,2319,0.0,0.0,0
Kevin,Schade,Schade,a,,2025-08-09T14:00:04.851048Z,100.0,75.0,70,0,0,1578,4745,0.3,5,3,0,2001-11-27,0,1,True,True,0,0.0,2,513418,,,0,0,0.9,211,118,7,14.0,,,0,2.3,1.8,1,0.04,0.08,0.04,0.08,0.00,0.37,0.74,0.0,1.0,275,143,0,0.0,0,False,1.2,232,111,120,False,4.6,209,89,45,42,28,p513418,0,0,,0,,513418.jpg,1.0,275,143,3,0,80.0,False,0,0.0,320,107,False,,0,0.0,2,94,2023-07-01,6.0,117,67,1,1578,4745,0.1,0.1,0
Mikkel,Damsgaard,Damsgaard,a,,,,,59,-1,-1,1809,22655,0.9,5,3,0,2000-07-03,0,0,True,True,0,0.0,0,440089,2.0,,1,1,0.0,669,292,0,0.0,3.0,,0,2.1,2.1,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,667,292,0,0.0,0,False,0.0,670,292,121,False,0.0,661,289,0,115,77,p440089,0,0,,0,,440089.jpg,0.0,667,292,0,0,58.0,False,0,0.0,195,63,False,,0,0.0,0,94,2022-08-10,0.0,664,288,0,1809,22655,0.0,0.0,0
Antoni,Milambo,Milambo,a,,,,,55,0,0,384,995,0.1,5,3,0,2005-04-03,0,5,True,True,0,0.0,0,543295,,,0,0,1.8,170,103,4,8.0,,,0,2.0,2.0,1,0.01,0.02,0.01,0.02,0.00,1.49,2.98,0.0,1.0,253,129,3,6.0,0,False,0.6,254,122,122,False,4.0,216,94,45,200,127,p543295,0,0,,0,,543295.jpg,1.0,253,129,2,0,152.0,False,0,0.0,552,213,False,,1,2.0,2,94,2025-07-03,0.0,657,284,1,384,995,0.2,0.2,0
Fábio,Freitas Gouveia Carvalho,Carvalho,a,,,,,50,0,0,2642,4019,0.3,5,3,0,2002-08-30,0,7,True,True,0,0.0,0,244858,4.0,,0,0,5.0,124,78,7,7.0,,,0,1.5,1.5,2,0.03,0.03,0.06,0.06,0.03,1.86,1.86,0.03,2.0,151,76,3,3.0,0,False,1.3,218,102,123,False,5.4,194,81,90,288,179,p244858,0,0,,0,,244858.jpg,2.0,151,76,4,0,173.0,False,0,0.0,313,104,False,,1,1.0,3,94,2024-08-12,3.0,145,81,2,2642,4019,0.4,0.4,0
Jordan,Henderson,Henderson,a,,,,,50,0,0,1464,4142,0.3,5,3,0,1990-06-17,0,2,True,True,0,0.0,0,56979,,,0,0,1.1,200,114,3,12.86,,,0,1.5,1.5,1,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,1.0,221,106,0,0.0,0,False,0.1,284,135,124,False,0.0,537,209,21,220,141,p56979,0,0,,0,,56979.jpg,1.0,221,106,3,0,241.0,False,0,0.0,324,108,False,,0,0.0,0,94,2025-07-15,0.0,502,192,1,1464,4142,0.2,0.2,0
Vitaly,Janelt,Janelt,i,Heel Injury - Unknown return date,2025-08-09T14:00:04.867824Z,0.0,0.0,50,0,0,29,547,0.0,5,3,0,1998-05-10,0,0,True,True,0,0.0,0,204580,,,0,0,0.0,561,228,0,0.0,,,0,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,566,229,0,0.0,0,False,0.0,570,228,125,False,0.0,554,220,0,259,163,p204580,0,0,,0,,204580.jpg,0.0,566,229,0,0,80.0,False,0,0.0,655,284,False,,0,0.0,0,94,2020-10-03,0.0,531,208,0,29,547,0.0,0.0,0
Mathias,Jensen,Jensen,a,,,,,50,0,0,500,1036,0.1,5,3,0,1996-01-01,0,10,True,True,0,0.0,2,207283,3.0,,0,0,25.4,29,23,5,6.62,,,0,1.5,1.5,2,0.03,0.04,0.16,0.21,0.13,1.86,2.46,0.17,2.0,145,70,3,3.97,0,False,4.2,80,43,126,False,9.0,169,61,68,263,166,p207283,0,0,,0,,207283.jpg,2.0,145,70,1,0,58.0,False,0,0.0,506,177,False,,1,1.32,2,94,2019-07-10,8.0,87,50,2,500,1036,0.4,0.4,0
Gustavo,Nunes Fernandes Gomes,Nunes,i,Hamstring injury - Unknown return date,2025-08-09T14:00:04.884092Z,0.0,0.0,50,0,0,27,322,0.0,5,3,0,2005-11-20,0,0,True,True,0,0.0,0,626464,,,0,0,0.0,615,261,0,0.0,,,0,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,619,262,0,0.0,0,False,0.0,621,261,127,False,0.0,611,257,0,357,227,p626464,0,0,,0,,626464.jpg,0.0,619,262,0,0,30.0,False,0,0.0,669,294,False,,0,0.0,0,94,2024-08-28,0.0,596,249,0,27,322,0.0,0.0,0
Frank,Onyeka,Onyeka,a,,,,,50,0,0,1413,677,0.1,5,3,1,1998-01-01,0,9,True,True,0,0.0,0,428580,,,0,0,0.1,262,140,1,4.29,,,0,1.5,1.5,4,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,4.0,88,31,0,0.0,0,False,0.1,286,137,128,False,0.0,573,231,21,294,184,p428580,0,0,,0,,428580.jpg,4.0,88,31,1,0,157.0,False,0,0.0,544,206,False,,0,0.0,0,94,2021-07-20,2.0,170,93,4,1413,677,0.8,0.8,0
Yehor,Yarmoliuk,Yarmoliuk,a,,,,,50,0,0,203,514,0.0,5,3,0,2004-03-01,0,10,True,True,0,0.0,0,508395,,,0,0,10.8,103,67,9,9.0,,,0,1.5,1.5,2,0.01,0.01,0.09,0.09,0.08,1.86,1.86,0.08,2.0,157,80,3,3.0,0,False,2.1,168,81,129,False,3.6,220,96,90,335,209,p508395,0,0,,0,,508395.jpg,2.0,157,80,9,0,225.0,False,0,0.0,580,227,False,,1,1.0,0,94,2022-10-28,7.0,98,57,2,203,514,0.4,0.4,0
