id,web_name,team,position,now_cost,ownership,NTI_1h,NTI_24h,forecast,risk,eta_window
389,Elliott,12,3,54,0.1,0,-3106,stable,0.0,estimation
390,Gravenberch,12,3,55,0.2,0,1789,stable,0.0,estimation
392,Endo,12,3,50,0.1,0,74,stable,0.0,estimation
393,Bajcetic,12,3,45,0.0,0,-497,stable,0.0,estimation
394,McConnell,12,3,45,0.0,0,-344,stable,0.0,estimation
395,Morton,12,3,45,0.0,0,-148,stable,0.0,estimation
396,Nyoni,12,3,45,0.1,0,-1090,stable,0.0,estimation
397,Darwin,12,4,65,0.1,0,-10251,stable,0.0,estimation
398,Danns,12,4,45,0.1,0,-1529,stable,0.0,estimation
661,Ekitiké,12,4,86,21.7,0,494906,stable,0.0,estimation
686,Ngumoha,12,3,45,0.1,0,4278,stable,0.0,estimation
692,Leoni,12,2,50,0.0,0,223,stable,0.0,estimation
182,Trafford,13,1,50,2.6,0,28498,stable,0.0,estimation
399,Ederson M.,13,1,54,2.6,0,-64217,-0.1,1.0,estimation
400,Ortega Moreno,13,1,50,0.2,0,-3658,stable,0.0,estimation
401,Bettinelli,13,1,40,0.2,0,-857,stable,0.0,estimation
402,Aït-Nouri,13,2,60,23.1,0,229775,stable,0.0,estimation
403,Gvardiol,13,2,59,6.1,0,-438827,-0.1,1.0,estimation
404,Akanji,13,2,55,0.8,0,-13239,stable,0.0,estimation
405,Aké,13,2,55,0.7,0,-8739,stable,0.0,estimation
406,Khusanov,13,2,55,0.4,0,-5173,stable,0.0,estimation
407,Matheus N.,13,2,55,0.4,0,-7402,stable,0.0,estimation
408,Rúben,13,2,55,3.7,0,19661,stable,0.0,estimation
409,Stones,13,2,55,0.9,0,7018,stable,0.0,estimation
410,Lewis,13,2,50,3.4,0,169444,stable,0.0,estimation
411,O’Reilly,13,2,50,0.2,0,-2196,stable,0.0,estimation
412,Vitor Reis,13,2,50,0.0,0,-433,stable,0.0,estimation
413,Marmoush,13,3,84,8.8,0,-248451,stable,0.0,estimation
414,Foden,13,3,80,1.3,0,-21040,-0.1,1.0,estimation
415,Savinho,13,3,69,0.7,0,-44371,-0.1,1.0,estimation
416,Bernardo,13,3,65,0.8,0,-7807,stable,0.0,estimation
417,Cherki,13,3,65,8.5,0,10579,stable,0.0,estimation
418,Doku,13,3,65,1.1,0,-15144,-0.1,1.0,estimation
420,Gündoğan,13,3,64,0.2,0,-4311,stable,0.0,estimation
421,Rodrigo,13,3,64,0.6,0,-11386,stable,0.0,estimation
422,Kovačić,13,3,60,0.0,0,-220,stable,0.0,estimation
423,N.Gonzalez,13,3,60,0.1,0,26,stable,0.0,estimation
424,Bobb,13,3,55,0.4,0,18275,stable,0.0,estimation
425,Echeverri,13,3,54,0.0,0,-873,stable,0.0,estimation
427,Reijnders,13,3,56,31.4,0,1055854,+0.1,1.0,estimation
428,Nypan,13,3,50,0.0,0,-856,stable,0.0,estimation
429,Phillips,13,3,50,0.1,0,-823,stable,0.0,estimation
430,Haaland,13,4,140,29.9,0,360665,stable,0.0,estimation
119,Mbeumo,14,3,80,14.3,0,43719,stable,0.0,estimation
431,Bayindir,14,1,50,0.4,0,-984,stable,0.0,estimation
432,Onana,14,1,50,0.3,0,-768,stable,0.0,estimation
433,Harrison,14,1,40,0.0,0,-78,stable,0.0,estimation
434,Heaton,14,1,40,0.3,0,-465,stable,0.0,estimation
435,Mee,14,1,40,0.1,0,-305,stable,0.0,estimation
436,De Ligt,14,2,50,2.4,0,28278,stable,0.0,estimation
437,Martinez,14,2,50,0.1,0,-6082,stable,0.0,estimation
438,Mazraoui,14,2,50,0.2,0,-10359,stable,0.0,estimation
439,D.Leon,14,2,45,0.1,0,-887,stable,0.0,estimation
440,Dalot,14,2,45,2.2,0,-6709,stable,0.0,estimation
441,Dorgu,14,2,45,7.9,0,134063,stable,0.0,estimation
442,Maguire,14,2,45,0.7,0,-4610,stable,0.0,estimation
443,Shaw,14,2,45,0.3,0,3315,stable,0.0,estimation
444,Yoro,14,2,45,1.9,0,19317,stable,0.0,estimation
445,Amass,14,2,40,0.2,0,-1295,stable,0.0,estimation
446,Fredricson,14,2,40,0.1,0,-962,stable,0.0,estimation
447,Heaven,14,2,40,1.5,0,-8409,stable,0.0,estimation
448,Malacia,14,2,40,0.3,0,-1913,stable,0.0,estimation
449,B.Fernandes,14,3,90,21.0,0,-89929,stable,0.0,estimation
450,Cunha,14,3,80,9.2,0,85660,stable,0.0,estimation
451,Rashford,14,3,70,0.0,0,-861,stable,0.0,estimation
452,Amad,14,3,65,2.7,0,-35215,-0.1,1.0,estimation
453,Garnacho,14,3,65,0.2,0,-3219,stable,0.0,estimation
454,Antony,14,3,60,0.1,0,-1918,stable,0.0,estimation
455,Mount,14,3,60,0.3,0,37,stable,0.0,estimation
456,Sancho,14,3,60,0.1,0,-2048,stable,0.0,estimation
457,Casemiro,14,3,55,0.2,0,-1044,stable,0.0,estimation
458,Mainoo,14,3,50,0.7,0,-9721,stable,0.0,estimation
459,Ugarte,14,3,50,0.2,0,-1866,stable,0.0,estimation
460,Collyer,14,3,45,0.1,0,-1948,stable,0.0,estimation
461,Fitzgerald,14,3,45,0.0,0,-286,stable,0.0,estimation
462,J.Fletcher,14,3,45,0.0,0,-300,stable,0.0,estimation
463,Kone,14,3,45,0.1,0,-511,stable,0.0,estimation
464,Moorhouse,14,3,45,0.0,0,-235,stable,0.0,estimation
465,Højlund,14,4,64,0.6,0,-12383,stable,0.0,estimation
466,Zirkzee,14,4,60,0.4,0,-3902,stable,0.0,estimation
467,Obi,14,4,45,2.1,0,-17053,-0.1,1.0,estimation
468,Wheatley,14,4,45,0.1,0,-1160,stable,0.0,estimation
681,Šeško,14,4,75,8.9,0,8977,stable,0.0,estimation
52,J.Ramsey,15,3,55,0.5,0,-9265,stable,0.0,estimation
469,Pope,15,1,50,4.1,0,16005,stable,0.0,estimation
471,Gillespie,15,1,40,0.2,0,-339,stable,0.0,estimation
472,Odysseas,15,1,40,0.0,0,-707,stable,0.0,estimation
473,Hall,15,2,55,1.7,0,-31612,-0.1,1.0,estimation
474,Schär,15,2,55,2.9,0,11276,stable,0.0,estimation
475,Botman,15,2,50,0.4,0,-7134,stable,0.0,estimation
476,Burn,15,2,50,4.1,0,26639,stable,0.0,estimation
477,Livramento,15,2,50,4.1,0,34879,stable,0.0,estimation
478,Trippier,15,2,50,2.2,0,7758,stable,0.0,estimation
479,Krafth,15,2,45,0.0,0,-551,stable,0.0,estimation
480,Lascelles,15,2,45,0.1,0,-948,stable,0.0,estimation
481,A.Murphy,15,2,40,0.8,0,-4584,stable,0.0,estimation
482,Ashby,15,2,40,0.1,0,-1075,stable,0.0,estimation
483,Pivas,15,2,40,0.1,0,-1064,stable,0.0,estimation
484,Targett,15,2,40,0.5,0,-3086,stable,0.0,estimation
485,Gordon,15,3,75,2.0,0,5379,stable,0.0,estimation
486,Elanga,15,3,70,7.2,0,-97774,stable,0.0,estimation
487,Barnes,15,3,65,0.5,0,-5711,stable,0.0,estimation
488,Bruno G.,15,3,65,1.6,0,-18705,-0.1,1.0,estimation
489,J.Murphy,15,3,64,1.8,0,-53615,-0.1,1.0,estimation
490,Joelinton,15,3,60,0.4,0,-5627,stable,0.0,estimation
491,Tonali,15,3,55,1.8,0,-18955,-0.1,1.0,estimation
492,Antoñito C.,15,3,50,0.0,0,-513,stable,0.0,estimation
494,Willock,15,3,50,0.0,0,-1122,stable,0.0,estimation
495,Hayden,15,3,45,0.0,0,-596,stable,0.0,estimation
496,Kuol,15,3,45,0.1,0,-537,stable,0.0,estimation
497,L.Miley,15,3,45,2.5,0,-11087,stable,0.0,estimation
498,White,15,3,45,0.0,0,-448,stable,0.0,estimation
499,Isak,15,4,104,5.0,0,-346337,-0.1,1.0,estimation
500,Osula,15,4,55,0.2,0,-2282,stable,0.0,estimation
501,Neave,15,4,45,0.2,0,-1635,stable,0.0,estimation
674,Ramsdale,15,1,50,0.8,0,-12263,stable,0.0,estimation
684,Thiaw,15,2,50,0.2,0,-1630,stable,0.0,estimation
689,Seung soo,15,3,45,0.2,0,4853,stable,0.0,estimation
426,McAtee,16,3,55,0.2,0,-708,stable,0.0,estimation
502,Sels,16,1,50,19.2,0,-63524,stable,0.0,estimation
503,C.Miguel,16,1,40,0.2,0,-1772,stable,0.0,estimation
504,Turner,16,1,40,0.2,0,-4399,stable,0.0,estimation
505,Milenković,16,2,55,9.5,0,-29960,stable,0.0,estimation
506,Murillo,16,2,55,6.6,0,-18669,stable,0.0,estimation
507,Aina,16,2,50,14.5,0,14728,stable,0.0,estimation
508,N.Williams,16,2,50,9.8,0,-27777,stable,0.0,estimation
509,David Carmo,16,2,45,0.0,0,-421,stable,0.0,estimation
510,Jair Cunha,16,2,45,0.1,0,-769,stable,0.0,estimation
511,Morato,16,2,45,0.1,0,-951,stable,0.0,estimation
512,O.Richards,16,2,45,0.0,0,-430,stable,0.0,estimation
513,Abbott,16,2,40,0.2,0,-1095,stable,0.0,estimation
514,Boly,16,2,40,0.5,0,-2484,stable,0.0,estimation
515,Gibbs-White,16,3,75,5.1,0,-14669,stable,0.0,estimation
516,Hudson-Odoi,16,3,60,1.1,0,-10914,stable,0.0,estimation
517,Anderson,16,3,55,6.4,0,-5431,stable,0.0,estimation
518,Jota,16,3,55,0.1,0,-986,stable,0.0,estimation
519,Dominguez,16,3,50,0.0,0,-17,stable,0.0,estimation
520,O'Brien,16,3,50,0.0,0,-54,stable,0.0,estimation
521,Sangaré,16,3,50,0.1,0,-245,stable,0.0,estimation
522,Yates,16,3,50,0.1,0,-1437,stable,0.0,estimation
523,Da Silva Moreira,16,3,45,0.2,0,-1241,stable,0.0,estimation
524,Stamenic,16,3,45,0.1,0,-976,stable,0.0,estimation
525,Wood,16,4,76,19.6,0,516770,stable,0.0,estimation
526,Igor Jesus,16,4,60,0.7,0,-13273,stable,0.0,estimation
527,Awoniyi,16,4,55,0.7,0,-10343,stable,0.0,estimation
669,Ndoye,16,3,60,0.8,0,27198,stable,0.0,estimation
675,Gunn,16,1,40,1.9,0,-8,stable,0.0,estimation
693,Hutchinson,16,3,55,0.0,0,446,stable,0.0,estimation
696,Kalimuendo,16,4,60,0.0,0,542,stable,0.0,estimation
252,Marc Guiu,17,4,45,19.5,0,-18385,stable,0.0,estimation
528,Patterson,17,1,45,0.3,0,-3357,stable,0.0,estimation
529,Moore,17,1,40,0.5,0,-898,stable,0.0,estimation
530,Nna Noukeu,17,1,40,0.2,0,-518,stable,0.0,estimation
531,Ballard,17,2,46,6.0,0,418873,+0.1,1.0,estimation
532,Hume,17,2,45,0.3,0,7037,stable,0.0,estimation
533,Alese,17,2,40,0.0,0,-40,stable,0.0,estimation
534,Anderson,17,2,40,0.5,0,-2890,stable,0.0,estimation
535,Cirkin,17,2,40,0.0,0,-366,stable,0.0,estimation
536,Hjelde,17,2,40,0.0,0,-39,stable,0.0,estimation
537,Huggins,17,2,40,0.2,0,-1412,stable,0.0,estimation
538,Johnson,17,2,40,0.2,0,-1496,stable,0.0,estimation
539,O'Nien,17,2,40,0.0,0,-163,stable,0.0,estimation
540,Pembele,17,2,40,0.2,0,-1267,stable,0.0,estimation
541,Reinildo,17,2,40,8.3,0,120496,stable,0.0,estimation
542,Seelt,17,2,40,0.3,0,-2206,stable,0.0,estimation
543,Adingra,17,3,55,1.9,0,26586,stable,0.0,estimation
544,Diarra,17,3,55,0.1,0,792,stable,0.0,estimation
545,Roberts,17,3,54,0.0,0,-802,stable,0.0,estimation
546,Aleksić,17,3,50,0.0,0,-501,stable,0.0,estimation
547,E.Le Fée,17,3,50,0.3,0,-5545,stable,0.0,estimation
548,Mundle,17,3,50,0.0,0,-267,stable,0.0,estimation
549,Neil,17,3,50,0.0,0,-512,stable,0.0,estimation
550,Poveda,17,3,50,0.0,0,-396,stable,0.0,estimation
551,Rigg,17,3,50,0.1,0,-772,stable,0.0,estimation
552,Sadiki,17,3,50,0.1,0,306,stable,0.0,estimation
553,Talbi,17,3,50,0.4,0,15844,stable,0.0,estimation
554,Ba,17,3,45,0.3,0,-1936,stable,0.0,estimation
555,Browne,17,3,45,0.1,0,-592,stable,0.0,estimation
556,Ekwah,17,3,45,0.0,0,-641,stable,0.0,estimation
557,H.Jones,17,3,45,0.1,0,-433,stable,0.0,estimation
558,Matete,17,3,45,0.3,0,-1628,stable,0.0,estimation
559,Triantis,17,3,45,0.1,0,-577,stable,0.0,estimation
560,Isidor,17,4,55,0.4,0,7887,stable,0.0,estimation
561,Mayenda,17,4,55,1.9,0,121647,stable,0.0,estimation
562,Abdullahi,17,4,45,0.6,0,-3644,stable,0.0,estimation
563,Luís Hemir,17,4,45,0.2,0,-1254,stable,0.0,estimation
564,Rusyn,17,4,45,0.2,0,-1364,stable,0.0,estimation
668,Xhaka,17,3,50,2.9,0,3811,stable,0.0,estimation
670,Roefs,17,1,45,1.1,0,49430,stable,0.0,estimation
678,Masuaku,17,2,40,0.8,0,2403,stable,0.0,estimation
683,Alderete,17,2,40,1.3,0,21286,stable,0.0,estimation
694,Mukiele,17,2,40,0.3,0,9717,stable,0.0,estimation
565,Vicario,18,1,50,4.3,0,-13060,stable,0.0,estimation
566,Austin,18,1,40,0.3,0,-1048,stable,0.0,estimation
567,Kinsky,18,1,40,2.0,0,-8505,stable,0.0,estimation
568,Pedro Porro,18,2,55,21.9,0,-18425,stable,0.0,estimation
569,Romero,18,2,50,3.6,0,-6525,stable,0.0,estimation
570,Danso,18,2,45,0.2,0,-3800,stable,0.0,estimation
571,Davies,18,2,45,0.1,0,-1135,stable,0.0,estimation
572,Dragusin,18,2,45,0.0,0,-58,stable,0.0,estimation
573,Spence,18,2,45,1.3,0,4194,stable,0.0,estimation
574,Udogie,18,2,45,0.6,0,-28465,-0.1,1.0,estimation
575,Van de Ven,18,2,45,27.0,0,35640,stable,0.0,estimation
576,Phillips,18,2,40,0.0,0,-680,stable,0.0,estimation
577,Takai,18,2,40,0.1,0,-2066,stable,0.0,estimation
578,Vuskovic,18,2,40,1.0,0,-8090,stable,0.0,estimation
579,Son,18,3,85,0.2,0,-16141,-0.1,1.0,estimation
580,Johnson,18,3,70,2.9,0,-14716,stable,0.0,estimation
581,Maddison,18,3,70,0.2,0,-11241,stable,0.0,estimation
582,Kudus,18,3,65,27.7,0,231146,stable,0.0,estimation
583,Kulusevski,18,3,65,0.0,0,-360,stable,0.0,estimation
584,Tel,18,3,64,0.1,0,-2761,stable,0.0,estimation
585,Bentancur,18,3,55,0.1,0,-2748,stable,0.0,estimation
586,Bergvall,18,3,55,0.2,0,-1117,stable,0.0,estimation
587,Bissouma,18,3,54,0.1,0,-2791,stable,0.0,estimation
588,Odobert,18,3,55,0.0,0,-708,stable,0.0,estimation
589,Solomon,18,3,55,0.0,0,-495,stable,0.0,estimation
590,Bryan,18,3,50,0.0,0,-709,stable,0.0,estimation
591,Gray,18,3,50,0.1,0,-987,stable,0.0,estimation
592,Moore,18,3,50,0.0,0,-327,stable,0.0,estimation
593,P.M.Sarr,18,3,50,2.8,0,3442,stable,0.0,estimation
594,Min-hyeok,18,3,45,0.0,0,-1096,stable,0.0,estimation
595,Olusesi,18,3,45,0.2,0,-1785,stable,0.0,estimation
596,Solanke,18,4,74,3.7,0,-106185,-0.1,1.0,estimation
597,Richarlison,18,4,66,6.3,0,258321,stable,0.0,estimation
598,Lankshear,18,4,45,0.1,0,-1870,stable,0.0,estimation
599,Scarlett,18,4,45,0.8,0,-5318,stable,0.0,estimation
673,J.Palhinha,18,3,55,0.3,0,-7637,stable,0.0,estimation
600,Areola,19,1,45,4.0,0,-62338,-0.1,1.0,estimation
601,Foderingham,19,1,40,0.6,0,-1441,stable,0.0,estimation
602,Hegyi,19,1,40,0.3,0,-851,stable,0.0,estimation
603,Diouf,19,2,45,6.6,0,-65350,stable,0.0,estimation
604,Emerson,19,2,45,0.2,0,-3479,stable,0.0,estimation
605,Kilman,19,2,45,0.3,0,-5480,stable,0.0,estimation
606,Mavropanos,19,2,45,0.1,0,-745,stable,0.0,estimation
607,N.Aguerd,19,2,45,0.1,0,-1275,stable,0.0,estimation
608,Scarles,19,2,45,0.0,0,-437,stable,0.0,estimation
609,Todibo,19,2,45,0.1,0,-1582,stable,0.0,estimation
610,Wan-Bissaka,19,2,45,21.7,0,-229105,stable,0.0,estimation
611,Casey,19,2,40,0.2,0,-3523,stable,0.0,estimation
612,L.Paquetá,19,3,59,0.9,0,-24547,-0.1,1.0,estimation
613,Souček,19,3,59,0.7,0,-21055,-0.1,1.0,estimation
614,Ward-Prowse,19,3,60,0.3,0,-6778,stable,0.0,estimation
615,Summerville,19,3,55,0.0,0,-202,stable,0.0,estimation
616,Álvarez,19,3,50,0.2,0,-2796,stable,0.0,estimation
617,Cornet,19,3,50,0.0,0,-555,stable,0.0,estimation
618,G.Rodriguez,19,3,50,0.1,0,-467,stable,0.0,estimation
619,L.Guilherme,19,3,50,0.0,0,-566,stable,0.0,estimation
620,Earthy,19,3,45,0.1,0,-1840,stable,0.0,estimation
621,Irving,19,3,45,0.3,0,-317,stable,0.0,estimation
622,Orford,19,3,45,0.1,0,-1365,stable,0.0,estimation
623,Potts,19,3,45,0.7,0,-5907,stable,0.0,estimation
624,Bowen,19,4,79,13.0,0,-354994,stable,0.0,estimation
625,Füllkrug,19,4,60,3.1,0,-54584,-0.1,1.0,estimation
626,Marshall,19,4,45,0.7,0,-3779,stable,0.0,estimation
659,Walker-Peters,19,2,45,0.4,0,-4673,stable,0.0,estimation
671,Wilson,19,4,60,0.5,0,-6924,stable,0.0,estimation
679,Hermansen,19,1,45,0.3,0,-972,stable,0.0,estimation
627,Johnstone,20,1,45,0.1,0,-625,stable,0.0,estimation
628,José Sá,20,1,45,1.9,0,-6722,stable,0.0,estimation
629,Bentley,20,1,40,0.8,0,-1275,stable,0.0,estimation
631,Agbadou,20,2,45,0.4,0,208,stable,0.0,estimation
632,Doherty,20,2,45,0.2,0,-927,stable,0.0,estimation
633,H.Bueno,20,2,45,0.1,0,-13,stable,0.0,estimation
634,Mosquera,20,2,45,0.1,0,-534,stable,0.0,estimation
635,R.Gomes,20,2,45,0.1,0,-117,stable,0.0,estimation
636,S.Bueno,20,2,45,0.1,0,-508,stable,0.0,estimation
637,Toti,20,2,45,0.2,0,-879,stable,0.0,estimation
638,Hoever,20,2,40,2.3,0,1120,stable,0.0,estimation
639,Meupiyou,20,2,40,0.0,0,-210,stable,0.0,estimation
640,Pedro Lima,20,2,40,1.1,0,-3921,stable,0.0,estimation
641,Pond,20,2,40,1.5,0,-5509,stable,0.0,estimation
642,Hee Chan,20,3,60,0.2,0,-2064,stable,0.0,estimation
643,André,20,3,55,0.1,0,584,stable,0.0,estimation
644,Bellegarde,20,3,55,0.1,0,-102,stable,0.0,estimation
645,Fer López,20,3,55,0.0,0,-580,stable,0.0,estimation
646,Gomes,20,3,55,0.1,0,-659,stable,0.0,estimation
647,Guedes,20,3,55,0.0,0,-416,stable,0.0,estimation
648,Munetsi,20,3,55,0.1,0,872,stable,0.0,estimation
649,B.Traore,20,3,50,0.0,0,-74,stable,0.0,estimation
650,Chirewa,20,3,45,0.3,0,-2722,stable,0.0,estimation
651,Edozie,20,3,45,0.4,0,-3144,stable,0.0,estimation
652,Gonzalez,20,3,45,1.5,0,-11751,stable,0.0,estimation
653,Hodge,20,3,45,0.1,0,-1602,stable,0.0,estimation
654,Strand Larsen,20,4,65,4.6,0,-7698,stable,0.0,estimation
655,Fábio Silva,20,4,50,0.6,0,-5295,stable,0.0,estimation
656,Kalajdžić,20,4,50,0.1,0,-1177,stable,0.0,estimation
657,Chiwome,20,4,45,0.0,0,3,stable,0.0,estimation
658,Fraser,20,4,45,2.5,0,-3286,stable,0.0,estimation
663,J.Arias,20,3,55,0.6,0,-10794,stable,0.0,estimation
682,Møller Wolfe,20,2,45,0.1,0,252,stable,0.0,estimation
695,Tchatchoua,20,2,45,0.0,0,159,stable,0.0,estimation
